command: ffmpeg -i /home/robert/Videos/bad.mkv -vf "scale=96:48" -f image2pipe -pix_fmt rgb24 -vcodec rawvideo -
current fps: 0.00 average: 0.00                     115789 function calls (112244 primitive calls) in 1.627 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 argparse.py:2112(_get_option_tuples)
       20    0.000    0.000    0.000    0.000 _weakrefset.py:52(_commit_removals)
       17    0.000    0.000    0.000    0.000 argparse.py:557(_metavar_formatter)
        6    0.000    0.000    0.001    0.000 vertex_attrib_binding.py:12(_f)
        2    0.000    0.000    0.000    0.000 utils.py:117(deprecate)
        1    0.000    0.000    0.000    0.000 request.py:934(CopyArea)
        1    0.000    0.000    0.000    0.000 contextdata.py:20(<module>)
        1    0.000    0.000    0.000    0.000 request.py:1582(GetPointerControl)
        1    0.000    0.000    0.000    0.000 arraydatatype.py:105(ArrayDatatype)
        1    0.000    0.000    0.000    0.000 nanfunctions.py:19(<module>)
        1    0.000    0.000    0.000    0.000 Fire.py:115(WeirdPlasmaLike)
        9    0.000    0.000    0.000    0.000 core.py:2510(getdoc)
        9    0.000    0.000    0.000    0.000 core.py:2504(__init__)
        7    0.000    0.000    0.001    0.000 sync.py:12(_f)
        1    0.000    0.000    0.000    0.000 request.py:305(ListProperties)
        1    0.000    0.000    0.000    0.000 __init__.py:1002(Manager)
        1    0.000    0.000    0.000    0.000 record.py:100(CreateContext)
        1    0.000    0.000    0.000    0.000 glx.py:6(GLXPlatform)
        1    0.000    0.000    0.000    0.000 drawable.py:319(Window)
        1    0.000    0.000    0.000    0.000 event.py:109(Expose)
        1    0.000    0.000    0.000    0.000 request.py:1646(ListHosts)
        2    0.000    0.000    0.000    0.000 re.py:208(escape)
        1    0.000    0.000    0.000    0.000 request.py:1703(SetPointerMapping)
       24    0.000    0.000    0.000    0.000 sre_parse.py:221(isident)
        1    0.000    0.000    0.000    0.000 resource.py:19(<module>)
        1    0.000    0.000    0.000    0.000 request.py:1420(RecolorCursor)
        1    0.000    0.000    0.000    0.000 request.py:827(GetFontPath)
        6    0.000    0.000    0.000    0.000 hashlib.py:100(__get_openssl_constructor)
        9    0.000    0.000    0.001    0.000 extras.py:231(__init__)
        1    0.000    0.000    0.000    0.000 request.py:1019(FillPoly)
        1    0.000    0.000    0.000    0.000 event.py:218(ReparentNotify)
        4    0.000    0.000    0.000    0.000 subprocess.py:1156(_set_cloexec_flag)
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
        2    0.000    0.000    0.071    0.035 util.py:241(find_library)
        2    0.000    0.000    0.000    0.000 argparse.py:1486(__init__)
        3    0.000    0.000    0.002    0.001 gettext.py:530(dgettext)
        1    0.000    0.000    0.000    0.000 defmatrix.py:208(matrix)
        3    0.000    0.000    0.000    0.000 __init__.py:49(normalize_encoding)
       19    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 new.py:5(<module>)
       17    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.006    0.006 subprocess.py:473(_eintr_retry_call)
        1    0.000    0.000    0.000    0.000 argparse.py:1025(_SubParsersAction)
        4    0.000    0.000    0.000    0.000 argparse.py:2055(_parse_optional)
        1    0.000    0.000    0.000    0.000 request.py:467(GrabKey)
        1    0.000    0.000    0.000    0.000 shlex.py:2(<module>)
        1    0.000    0.000    0.000    0.000 request.py:1719(GetPointerMapping)
        1    0.000    0.000    0.000    0.000 event.py:330(SelectionRequest)
        1    0.000    0.000    0.000    0.000 serialposix.py:274(Serial)
        1    0.000    0.000    0.000    0.000 request.py:922(ClearArea)
        2    0.000    0.000    0.000    0.000 threading.py:260(__init__)
        1    0.000    0.000    0.000    0.000 _errors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:295(Integral)
        1    0.000    0.000    0.000    0.000 lock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:1319(StoreNamedColor)
        1    0.000    0.000    0.000    0.000 request.py:1635(ChangeHosts)
        1    0.000    0.000    0.045    0.045 __init__.py:22(_load)
        1    0.000    0.000    0.000    0.000 request.py:1476(ListExtensions)
        1    0.000    0.000    0.000    0.000 request.py:1600(SetScreenSaver)
        1    0.000    0.000    0.000    0.000 fontable.py:19(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:27(STRING)
        1    0.000    0.000    0.000    0.000 numerictypes.py:379(_set_up_aliases)
        5    0.000    0.000    0.001    0.000 ES2_compatibility.py:12(_f)
        1    0.000    0.000    0.000    0.000 display.py:37(Display)
        1    0.000    0.000    0.000    0.000 shlex.py:23(__init__)
        1    0.000    0.000    0.000    0.000 event.py:197(MapNotify)
        1    0.000    0.000    0.000    0.000 arraypad.py:5(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
       13    0.000    0.000    0.000    0.000 images.py:443(__init__)
        1    0.000    0.000    0.000    0.000 request.py:1751(GetModifierMapping)
        1    0.000    0.000    0.000    0.000 financial.py:10(<module>)
        6    0.000    0.000    0.001    0.000 GL_2_1.py:12(_f)
        1    0.000    0.000    0.000    0.000 request.py:609(GetInputFocus)
       17    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
       21    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        1    0.000    0.000    0.000    0.000 request.py:1128(ImageText16)
        1    0.000    0.000    0.000    0.000 event.py:357(ColormapNotify)
        1    0.000    0.000    0.000    0.000 request.py:350(ConvertSelection)
        1    0.000    0.000    0.000    0.000 request.py:1140(CreateColormap)
        1    0.000    0.000    0.000    0.000 polynomial.py:1493(Polynomial)
        1    0.000    0.000    0.000    0.000 event.py:319(SelectionClear)
        1    0.000    0.000    0.000    0.000 event.py:176(DestroyNotify)
        1    0.000    0.000    0.000    0.000 request.py:1104(PolyText16)
        1    0.000    0.000    0.000    0.000 request.py:1685(RotateProperties)
        1    0.000    0.000    0.000    0.000 error.py:62(XError)
        1    0.000    0.000    0.000    0.000 event.py:266(GravityNotify)
        1    0.000    0.000    0.000    0.000 api.py:30(FFI)
        1    0.000    0.000    0.066    0.066 runPatternJob.py:135(sendout)
        1    0.000    0.000    0.000    0.000 threading.py:631(Thread)
        3    0.000    0.000    0.000    0.000 copy_reg.py:14(pickle)
        1    0.000    0.000    0.000    0.000 _inspect.py:7(<module>)
        1    0.000    0.000    0.000    0.000 request.py:625(QueryKeymap)
       20    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
        1    0.000    0.000    0.000    0.000 request.py:641(OpenFont)
        1    0.000    0.000    0.000    0.000 request.py:844(CreatePixmap)
        1    0.000    0.000    0.000    0.000 request.py:1092(PolyText8)
        1    0.000    0.000    0.000    0.000 event.py:186(UnmapNotify)
        1    0.000    0.000    0.000    0.000 event.py:139(NoExpose)
       14    0.000    0.000    0.000    0.000 baseplatform.py:11(__init__)
        1    0.000    0.000    0.000    0.000 event.py:380(ClientMessage)
        1    0.000    0.000    0.000    0.000 pickle.py:171(Pickler)
        1    0.000    0.000    0.000    0.000 event.py:278(ResizeRequest)
        1    0.000    0.000    0.000    0.000 images.py:42(<module>)
        1    0.000    0.000    0.000    0.000 request.py:599(SetInputFocus)
        1    0.000    0.000    0.000    0.000 request.py:1009(PolyArc)
       20    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
        1    0.000    0.000    0.066    0.066 VideoPlay.py:46(play_next_image)
        1    0.000    0.000    0.001    0.001 request.py:863(CreateGC)
        8    0.000    0.000    0.000    0.000 collections.py:363(<genexpr>)
        1    0.000    0.000    0.198    0.198 runPatternJob.py:108(load_targets)
        1    0.000    0.000    0.000    0.000 request.py:418(UngrabButton)
        1    0.000    0.000    0.000    0.000 event.py:150(VisibilityNotify)
        1    0.000    0.000    0.000    0.000 request.py:1570(ChangePointerControl)
        1    0.000    0.000    0.000    0.000 request.py:1492(ChangeKeyboardMapping)
        1    0.000    0.000    0.000    0.000 random.py:72(Random)
        1    0.000    0.000    0.000    0.000 request.py:108(ReparentWindow)
       12    0.000    0.000    0.000    0.000 _lookupint.py:6(__init__)
        1    0.000    0.000    0.000    0.000 request.py:1116(ImageText8)
        1    0.000    0.000    0.000    0.000 request.py:892(SetDashes)
        1    0.000    0.000    0.041    0.041 baseplatform.py:89(install)
        8    0.000    0.000    0.000    0.000 collections.py:361(<genexpr>)
        1    0.000    0.000    0.000    0.000 {posix.fdopen}
        1    0.000    0.000    0.000    0.000 request.py:490(AllowEvents)
        1    0.000    0.000    0.000    0.000 request.py:817(SetFontPath)
        1    0.000    0.000    0.041    0.041 glx.py:94(GetCurrentContext)
        1    0.000    0.000    0.000    0.000 event.py:369(MappingNotify)
        1    0.000    0.000    0.000    0.000 request.py:967(PolyPoint)
        1    0.000    0.000    0.000    0.000 request.py:988(PolySegment)
        4    0.000    0.000    0.001    0.000 transform_feedback3.py:12(_f)
        1    0.000    0.000    0.000    0.000 event.py:307(PropertyNotify)
        1    0.000    0.000    0.000    0.000 _numpysndarray.py:34(<module>)
        3    0.000    0.000    0.000    0.000 {numpy.core.umath.seterrobj}
        1    0.000    0.000    0.000    0.000 collections.py:26(OrderedDict)
        1    0.000    0.000    0.000    0.000 StringIO.py:30(<module>)
        1    0.000    0.000    0.000    0.000 request.py:1042(PolyFillArc)
        1    0.000    0.000    0.000    0.000 request.py:362(SendEvent)
        1    0.000    0.000    0.000    0.000 request.py:323(SetSelectionOwner)
        1    0.000    0.000    0.000    0.000 request.py:1300(FreeColors)
        1    0.000    0.000    0.000    0.000 error.py:83(XResourceError)
        4    0.000    0.000    0.001    0.000 GL_1_2.py:12(_f)
        1    0.000    0.000    0.000    0.000 posixpath.py:329(normpath)
        1    0.000    0.000    0.000    0.000 <string>:1(Mismatch)
        1    0.000    0.000    0.000    0.000 polynomial.py:939(poly1d)
        4    0.000    0.000    0.000    0.000 core.py:86(doc_note)
        1    0.000    0.000    0.000    0.000 numbers.py:169(Real)
        1    0.000    0.000    0.000    0.000 threading.py:647(__init__)
        2    0.000    0.000    0.001    0.000 contextlib.py:54(contextmanager)
        1    0.000    0.000    0.000    0.000 helper.py:4(<module>)
        4    0.000    0.000    0.001    0.000 texture_multisample.py:12(_f)
        1    0.000    0.000    0.000    0.000 event.py:27(AnyEvent)
        1    0.000    0.000    0.000    0.000 _version.py:7(<module>)
        1    0.000    0.000    0.000    0.000 request.py:92(DestroySubWindows)
        3    0.000    0.000    0.000    0.000 result.py:14(failfast)
        1    0.000    0.000    0.000    0.000 request.py:428(ChangeActivePointerGrab)
        3    0.000    0.000    0.000    0.000 atexit.py:37(register)
        1    0.000    0.000    0.000    0.000 _iotools.py:250(NameValidator)
        4    0.000    0.000    0.000    0.000 rq.py:356(__init__)
        3    0.000    0.000    0.002    0.001 gettext.py:464(translation)
        4    0.000    0.000    0.001    0.000 vertex_array_object.py:12(_f)
        4    0.000    0.000    0.001    0.000 draw_elements_base_vertex.py:12(_f)
        1    0.000    0.000    0.000    0.000 cursor.py:19(<module>)
        1    0.000    0.000    0.000    0.000 request.py:480(UngrabKey)
        1    0.000    0.000    0.000    0.000 special.py:179(GLUTMenuCallback)
        3    0.000    0.000    0.001    0.000 get_program_binary.py:12(_f)
        1    0.000    0.000    0.000    0.000 result.py:26(TestResult)
        4    0.000    0.000    0.000    0.000 argparse.py:2156(_get_nargs_pattern)
        1    0.000    0.000    0.000    0.000 request.py:999(PolyRectangle)
        1    0.000    0.000    0.000    0.000 request.py:977(PolyLine)
        2    0.000    0.000    0.000    0.000 numeric.py:2478(seterr)
        2    0.000    0.000    0.000    0.000 getlimits.py:270(max)
        7    0.000    0.000    0.000    0.000 string.py:231(upper)
        1    0.000    0.000    0.000    0.000 request.py:882(CopyGC)
        1    0.000    0.000    0.000    0.000 baseplatform.py:54(BasePlatform)
        1    0.000    0.000    0.000    0.000 glget.py:11(<module>)
        1    0.000    0.000    0.000    0.000 event.py:208(MapRequest)
        1    0.000    0.000    0.000    0.000 <string>:1(Match)
        1    0.000    0.000    0.000    0.000 colormap.py:35(Colormap)
        2    0.000    0.000    0.000    0.000 {posix.pipe}
        5    0.000    0.000    0.000    0.000 functools.py:39(wraps)
        1    0.000    0.000    0.000    0.000 Lmcp.py:27(__init__)
        1    0.000    0.000    0.000    0.000 drawable.py:33(Drawable)
        1    0.000    0.000    0.000    0.000 tempfile.py:518(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 subprocess.py:1216(_close_in_parent)
        1    0.000    0.000    0.000    0.000 event.py:93(Focus)
        1    0.000    0.000    0.000    0.000 subprocess.py:647(Popen)
        1    0.000    0.000    0.000    0.000 record.py:148(UnregisterClients)
        1    0.000    0.000    0.000    0.000 weakref.py:47(__init__)
        3    0.000    0.000    0.001    0.000 timer_query.py:12(_f)
        1    0.000    0.000    0.000    0.000 request.py:1032(PolyFillRectangle)
        1    0.000    0.000    0.000    0.000 socket.py:239(_fileobject)
        1    0.000    0.000    0.000    0.000 request.py:1310(StoreColors)
        1    0.000    0.000    0.000    0.000 request.py:459(UngrabKeyboard)
        3    0.000    0.000    0.001    0.000 texture_storage.py:12(_f)
        1    0.000    0.000    0.000    0.000 vbo.py:142(VBO)
        3    0.000    0.000    0.002    0.001 gettext.py:568(gettext)
        1    0.000    0.000    0.000    0.000 rq.py:368(__init__)
        3    0.000    0.000    0.000    0.000 rq.py:528(__init__)
        2    0.000    0.000    0.000    0.000 matrix.py:19(chunks)
        1    0.000    0.000    0.000    0.000 lock.py:19(<module>)
        1    0.000    0.000    0.000    0.000 request.py:873(ChangeGC)
        1    0.000    0.000    0.000    0.000 request.py:1677(KillClient)
        1    0.000    0.000    0.000    0.000 argparse.py:1538(ArgumentParser)
        1    0.000    0.000    0.000    0.000 request.py:127(MapSubwindows)
        1    0.000    0.000    0.000    0.000 {binascii.hexlify}
        1    0.000    0.000    0.000    0.000 request.py:272(DeleteProperty)
        1    0.000    0.000    0.000    0.000 request.py:84(DestroyWindow)
        1    0.000    0.000    0.000    0.000 request.py:45(ChangeWindowAttributes)
        2    0.000    0.000    0.000    0.000 subprocess.py:1169(pipe_cloexec)
        1    0.000    0.000    0.000    0.000 request.py:143(UnmapSubwindows)
        2    0.000    0.000    0.000    0.000 {posix.uname}
        2    0.000    0.000    0.000    0.000 {posix.putenv}
        3    0.000    0.000    0.001    0.000 base_instance.py:12(_f)
        2    0.000    0.000    0.000    0.000 argparse.py:1310(add_argument_group)
        3    0.000    0.000    0.000    0.000 argparse.py:1439(_get_handler)
        1    0.000    0.000    0.000    0.000 threading.py:1081(__init__)
        1    0.000    0.000    0.000    0.000 arraysetops.py:26(<module>)
        1    0.000    0.000    0.000    0.000 request.py:1412(FreeCursor)
        1    0.000    0.000    0.000    0.000 ufunclike.py:5(<module>)
        1    0.000    0.000    0.000    0.000 xtest.py:102(GrabControl)
        1    0.000    0.000    0.000    0.000 record.py:255(FreeContext)
        1    0.000    0.000    0.000    0.000 formathandler.py:8(FormatHandler)
        1    0.000    0.000    0.000    0.000 py3k.py:4(<module>)
        1    0.000    0.000    0.003    0.003 plugins.py:33(importByName)
        1    0.000    0.000    0.000    0.000 compat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:1670(SetCloseDownMode)
        5    0.000    0.000    0.000    0.000 __init__.py:961(__init__)
        1    0.000    0.000    0.000    0.000 _types.py:27(_get_ctypes_version)
        1    0.000    0.000    0.000    0.000 legendre.py:1769(Legendre)
        7    0.000    0.000    0.000    0.000 arrayhelpers.py:46(__init__)
        1    0.000    0.000    0.000    0.000 rq.py:1283(TextElements8)
        1    0.000    0.000    0.000    0.000 request.py:914(FreeGC)
        1    0.000    0.000    0.000    0.000 __init__.py:152(WorkerQueue)
        1    0.000    0.000    0.000    0.000 decorators.py:15(<module>)
        1    0.000    0.000    0.000    0.000 wrapper.py:320(setCResolver)
        1    0.000    0.000    0.000    0.000 main.py:63(TestProgram)
        1    0.000    0.000    0.000    0.000 atexit.py:6(<module>)
        3    0.000    0.000    0.000    0.000 index_tricks.py:242(__init__)
        1    0.000    0.000    0.000    0.000 request.py:170(CirculateWindow)
        1    0.000    0.000    0.002    0.002 numerictypes.py:957(_register_types)
        1    0.000    0.000    0.000    0.000 request.py:100(ChangeSaveSet)
        1    0.000    0.000    0.000    0.000 request.py:1150(FreeColormap)
        1    0.000    0.000    0.000    0.000 request.py:652(CloseFont)
        1    0.000    0.000    0.000    0.000 keyword.py:11(<module>)
        1    0.000    0.000    0.000    0.000 _bytes.py:20(<module>)
        2    0.000    0.000    0.000    0.000 socket.py:227(meth)
        2    0.000    0.000    0.000    0.000 {posix.unsetenv}
        1    0.000    0.000    0.000    0.000 {math.exp}
        2    0.000    0.000    0.000    0.000 numeric.py:2578(geterr)
        1    0.000    0.000    0.000    0.000 request.py:1175(UninstallColormap)
        1    0.000    0.000    0.000    0.000 request.py:1167(InstallColormap)
        2    0.000    0.000    0.000    0.000 os.py:496(__delitem__)
        2    0.000    0.000    0.000    0.000 transform_feedback_instanced.py:12(_f)
        2    0.000    0.000    0.001    0.000 framebuffer_no_attachments.py:12(_f)
        1    0.000    0.000    0.000    0.000 serialposix.py:76(PlatformSpecific)
        1    0.000    0.000    0.000    0.000 request.py:1767(NoOperation)
        1    0.000    0.000    0.000    0.000 request.py:1563(Bell)
        3    0.000    0.000    0.000    0.000 __init__.py:359(_FuncPtr)
        1    0.000    0.000    0.000    0.000 request.py:394(UngrabPointer)
        1    0.000    0.000    0.000    0.000 request.py:1663(SetAccessControl)
        1    0.000    0.000    0.000    0.000 request.py:1696(ForceScreenSaver)
        7    0.000    0.000    0.000    0.000 rq.py:236(__init__)
        8    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 _configflags.py:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:855(FreePixmap)
        1    0.000    0.000    0.000    0.000 record.py:241(DisableContext)
        1    0.000    0.000    0.000    0.000 request.py:135(UnmapWindow)
        1    0.000    0.000    0.000    0.000 request.py:119(MapWindow)
        2    0.000    0.000    0.000    0.000 draw_indirect.py:12(_f)
        3    0.000    0.000    0.001    0.000 ArgumentParser.py:3(add_argument)
        1    0.000    0.000    0.000    0.000 core.py:5833(mvoid)
        1    0.000    0.000    0.000    0.000 _internal.py:222(_ctypes)
        1    0.000    0.000    0.000    0.000 __init__.py:1104(Logger)
        1    0.000    0.000    0.000    0.000 Graphics.py:12(Graphics)
        6    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        5    0.000    0.000    0.000    0.000 threading.py:59(__init__)
        1    0.000    0.000    0.000    0.000 vbo.py:379(VBOHandler)
        1    0.000    0.000    0.000    0.000 getlimits.py:195(iinfo)
        1    0.000    0.000    0.000    0.000 argparse.py:1180(_ActionsContainer)
        2    0.000    0.000    0.001    0.000 multi_draw_indirect.py:12(_f)
        1    0.000    0.000    0.000    0.000 event.py:390(KeymapNotify)
        1    0.000    0.000    0.000    0.000 request.py:505(GrabServer)
        2    0.000    0.000    0.001    0.000 texture_storage_multisample.py:12(_f)
        1    0.000    0.000    0.000    0.000 threading.py:132(__init__)
        1    0.000    0.000    0.000    0.000 rq.py:1354(TextElements16)
        2    0.000    0.000    0.000    0.000 tessellation_shader.py:12(_f)
        1    0.000    0.000    0.000    0.000 index_tricks.py:87(nd_grid)
        1    0.000    0.000    0.000    0.000 chebyshev.py:2017(Chebyshev)
        2    0.000    0.000    0.000    0.000 blend_func_extended.py:12(_f)
        1    0.000    0.000    0.000    0.000 arrayhelpers.py:34(AsArrayOfType)
        1    0.000    0.000    0.000    0.000 request.py:512(UngrabServer)
        3    0.000    0.000    0.000    0.000 rq.py:403(__init__)
        1    0.000    0.000    0.000    0.000 hermite.py:1792(Hermite)
        1    0.000    0.000    0.036    0.036 glx.py:31(GLUT)
        1    0.000    0.000    0.000    0.000 threading.py:576(set)
        7    0.000    0.000    0.000    0.000 __future__.py:75(__init__)
        4    0.000    0.000    0.000    0.000 argparse.py:836(__call__)
        2    0.000    0.000    0.000    0.000 shader_image_load_store.py:12(_f)
        1    0.000    0.000    0.000    0.000 subprocess.py:1107(_get_handles)
        1    0.000    0.000    0.000    0.000 _opaque.py:7(_opaque_pointer)
        2    0.000    0.000    0.001    0.000 clear_buffer_object.py:12(_f)
        1    0.000    0.000    0.000    0.000 __init__.py:19(<module>)
        2    0.000    0.000    0.000    0.000 threading.py:242(Condition)
        9    0.000    0.000    0.000    0.000 {_ctypes.addressof}
        1    0.000    0.000    0.000    0.000 info.py:148(<module>)
        6    0.000    0.000    0.000    0.000 {method 'group' of '_sre.SRE_Match' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:648(Handler)
        2    0.000    0.000    0.000    0.000 exceptional.py:88(glMap1)
        1    0.000    0.000    0.000    0.000 laguerre.py:1741(Laguerre)
        1    0.000    0.000    0.000    0.000 _datasource.py:504(Repository)
        2    0.000    0.000    0.000    0.000 sre_parse.py:236(_class_escape)
        1    0.000    0.000    0.000    0.000 arrayterator.py:20(Arrayterator)
        2    0.000    0.000    0.000    0.000 compute_shader.py:12(_f)
        6    0.000    0.000    0.000    0.000 {numpy.core.umath.geterrobj}
        1    0.000    0.000    0.000    0.000 tempfile.py:108(_RandomNameSequence)
        7    0.000    0.000    0.000    0.000 case.py:607(_deprecate)
        1    0.000    0.000    0.000    0.000 __config__.py:3(<module>)
        2    0.000    0.000    0.000    0.000 vbo.py:50(register)
        2    0.000    0.000    0.000    0.000 argparse.py:865(__init__)
        2    0.000    0.000    0.000    0.000 os.py:472(__setitem__)
        1    0.000    0.000    0.000    0.000 argparse.py:1887(consume_positionals)
        5    0.000    0.000    0.000    0.000 {thread.allocate_lock}
        1    0.000    0.000    0.000    0.000 _internal.py:196(_getintp_ctype)
        1    0.000    0.000    0.041    0.041 glx.py:11(GL)
        2    0.000    0.000    0.000    0.000 map_buffer_range.py:12(_f)
        1    0.000    0.000    0.000    0.000 random.py:655(WichmannHill)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:150(_ndptr)
        8    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {posix.getcwd}
        1    0.000    0.000    0.000    0.000 sprite.py:538(LayeredUpdates)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
        1    0.000    0.000    0.000    0.000 OpenGlInterface.py:6(OpenGlInterface)
        3    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 {time.time}
        1    0.000    0.000    0.000    0.000 records.py:298(recarray)
        1    0.000    0.000    0.000    0.000 runner.py:28(TextTestResult)
        1    0.000    0.000    0.000    0.000 StringIO.py:42(StringIO)
        1    0.000    0.000    0.000    0.000 core.py:6016(MaskedConstant)
        1    0.000    0.000    0.287    0.287 PygameController.py:26(PygameController)
        1    0.000    0.000    0.000    0.000 vbo.py:45(Implementation)
        1    0.000    0.000    0.000    0.000 display.py:58(_BaseDisplay)
        1    0.000    0.000    0.000    0.000 converters.py:271(StringLengths)
        1    0.000    0.000    0.000    0.000 wrapper.py:43(Wrapper)
        1    0.000    0.000    0.000    0.000 Xutil.py:20(<module>)
        2    0.000    0.000    0.000    0.000 argparse.py:842(__init__)
        1    0.000    0.000    0.002    0.002 random.py:91(__init__)
        1    0.000    0.000    0.003    0.003 argparse.py:1700(parse_args)
        1    0.000    0.000    0.000    0.000 threading.py:561(__init__)
        1    0.000    0.000    0.000    0.000 warnings.py:96(simplefilter)
        1    0.000    0.000    0.000    0.000 sprite.py:255(AbstractGroup)
        1    0.000    0.000    0.000    0.000 sprite.py:198(DirtySprite)
        4    0.000    0.000    0.000    0.000 arrayhelpers.py:65(__init__)
        1    0.000    0.000    0.000    0.000 MatrixScreen.py:32(MatrixScreen)
        1    0.000    0.000    0.000    0.000 plugins.py:45(match)
        3    0.000    0.000    0.000    0.000 copy_reg.py:27(constructor)
        1    0.000    0.000    0.000    0.000 weakref.py:297(__init__)
        4    0.000    0.000    0.000    0.000 core.py:2517(__get__)
        6    0.000    0.000    0.000    0.000 __init__.py:32(<lambda>)
        6    0.000    0.000    0.000    0.000 core.py:798(__init__)
        2    0.000    0.000    0.000    0.000 numeric.py:1777(set_string_function)
        1    0.000    0.000    0.000    0.000 info.py:86(<module>)
        1    0.000    0.000    0.000    0.000 info.py:34(<module>)
        1    0.000    0.000    0.000    0.000 collections.py:395(Counter)
        1    0.000    0.000    0.000    0.000 Xatom.py:19(<module>)
        1    0.000    0.000    0.000    0.000 texture_buffer_range.py:12(_f)
        1    0.000    0.000    0.000    0.000 threading.py:114(RLock)
        1    0.000    0.000    0.000    0.000 sprite.py:99(Sprite)
        1    0.000    0.000    0.000    0.000 x11.py:146(PyMouseEvent)
        1    0.000    0.000    0.000    0.000 npyio.py:95(NpzFile)
        1    0.000    0.000    0.000    0.000 threading.py:373(notify)
        1    0.000    0.000    0.000    0.000 Surface.py:9(Surface)
        1    0.000    0.000    0.000    0.000 {cStringIO.StringIO}
        1    0.000    0.000    0.000    0.000 internalformat_query.py:12(_f)
        1    0.000    0.000    0.000    0.000 Queue.py:21(Queue)
        1    0.000    0.000    0.000    0.000 _version.py:18(NumpyVersion)
        1    0.000    0.000    0.000    0.000 core.py:6023(__new__)
        1    0.000    0.000    0.007    0.007 Controllers.py:92(ttyController)
        1    0.000    0.000    0.000    0.000 info.py:184(<module>)
        1    0.000    0.000    0.000    0.000 error.py:171(_ErrorChecker)
        1    0.000    0.000    0.000    0.000 index_tricks.py:447(__init__)
        1    0.000    0.000    0.000    0.000 loader.py:38(TestLoader)
        1    0.000    0.000    0.000    0.000 resource.py:21(Resource)
        3    0.000    0.000    0.000    0.000 __init__.py:494(CFunctionType)
        1    0.000    0.000    0.000    0.000 provoking_vertex.py:12(_f)
        4    0.000    0.000    0.000    0.000 sre_parse.py:139(__delitem__)
        1    0.000    0.000    0.000    0.000 info.py:83(<module>)
        1    0.000    0.000    0.000    0.000 copy_buffer.py:12(_f)
        1    0.000    0.000    0.000    0.000 internalformat_query2.py:12(_f)
        1    0.000    0.000    0.000    0.000 extras.py:1359(__init__)
        1    0.000    0.000    0.000    0.000 difflib.py:44(SequenceMatcher)
        2    0.000    0.000    0.000    0.000 {math.log}
        2    0.000    0.000    0.000    0.000 index_tricks.py:647(__init__)
        6    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 error.py:42(GLError)
        3    0.000    0.000    0.000    0.000 {_struct.pack}
        1    0.000    0.000    0.000    0.000 cursors.py:32(<module>)
        1    0.000    0.000    0.000    0.000 shader_storage_buffer_object.py:12(_f)
        1    0.000    0.000    0.000    0.000 {sorted}
        1    0.000    0.000    0.000    0.000 shader_atomic_counters.py:12(_f)
        1    0.000    0.000    0.000    0.000 runner.py:119(TextTestRunner)
        3    0.000    0.000    0.000    0.000 arrayhelpers.py:78(__init__)
        1    0.000    0.000    0.000    0.000 texture_view.py:12(_f)
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        4    0.000    0.000    0.000    0.000 {method 'append' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 numeric.py:2869(__enter__)
        1    0.000    0.000    0.000    0.000 Pong.py:174(Pong)
        1    0.000    0.000    0.000    0.000 fontable.py:37(GC)
        1    0.000    0.000    0.000    0.000 argparse.py:934(_AppendConstAction)
        4    0.000    0.000    0.000    0.000 argparse.py:2277(_check_value)
        2    0.000    0.000    0.000    0.000 utils.py:68(__init__)
        1    0.000    0.000    0.000    0.000 tempfile.py:383(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 __init__.py:1385(__init__)
        1    0.000    0.000    0.000    0.000 copy_image.py:12(_f)
